User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Yunits,Func_group,Genus,Species,Native_Status,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Longitude,Max_lat_of_species,Year_round_warm,Site,Tissue_Type,Lichen_Moss_Type,Warmed_Mean,Warmed_Var,Warmed_N,Ambient_Mean,Ambient_Var,Ambient_N,Notes,Comments,To_Remove
EP,69,Jonsdottir_2005_GlobChangBiol,1995,Pub69_Tbl4,Height,mean_SE,cm,Total,,,,0.84,GrowingSeason_average,4.083,65.26667,-20.25,,Yes,Audkuluheidi,,,14.1,2.3,10,7.5,1.2,10,,,
EP,69,Jonsdottir_2005_GlobChangBiol,1995,Pub69_Tbl4,Height,mean_SE,mm,Graminoid,Carex,,,0.84,GrowingSeason_average,3.083,65.26667,-20.25,,Yes,Audkuluheidi,,,69.7,8.6,10,70.1,6.3,10,,,
EP,69,Jonsdottir_2005_GlobChangBiol,1995,Pub69_Tbl4,Height,mean_SE,mm,Graminoid,Carex,,,0.84,GrowingSeason_average,4.083,65.26667,-20.25,,Yes,Audkuluheidi,,,65.8,8.8,10,71.1,4.1,10,,,
EP,69,Jonsdottir_2005_GlobChangBiol,1995,Pub69_Tbl4,Height,mean_SE,mm,Graminoid,Carex,,,0.84,GrowingSeason_average,5.083,65.26667,-20.25,,Yes,Audkuluheidi,,,49.2,7.9,10,41.9,6.4,10,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,0.55,GrowingSeason_average,1.17,68.35,18.81667,80.78333,No,,,,10.958,1.375,5,8.88,1.24,5,No. plots per treatment,n from figure caption,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,0.55,GrowingSeason_average,2.17,68.35,18.81667,80.78333,No,,,,8.375,1.208,5,7.52,1.32,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,0.55,GrowingSeason_average,7.17,68.35,18.81667,80.78333,No,,,,7.792,0.458,5,6,0.4,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,0.55,GrowingSeason_average,8.17,68.35,18.81667,80.78333,No,,,,6.708,0.5,5,5.08,0.68,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Decid_Shrub,Betula,nana,Native,0.55,GrowingSeason_average,1.17,68.35,18.81667,78.2487,No,,,,28.558,4.327,5,19.712,4.327,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Decid_Shrub,Betula,nana,Native,0.55,GrowingSeason_average,2.17,68.35,18.81667,78.2487,No,,,,22.5,2.596,5,17.308,4.423,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig2,Shoot_length,mean_SE,mm/year,Decid_Shrub,Betula,nana,Native,0.55,GrowingSeason_average,8.17,68.35,18.81667,78.2487,No,,,,17.692,2.212,5,11.731,2.596,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig3,Height,mean_SE,mm/year,Moss,Sphagnum,fuscum,,0.55,GrowingSeason_average,1.17,68.35,18.81667,50.84564,No,,,,5.952,1.373,5,3.904,1.301,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig3,Height,mean_SE,mm/year,Moss,Sphagnum,fuscum,,0.55,GrowingSeason_average,2.17,68.35,18.81667,50.84564,No,,,,8.94,2.072,5,5.904,1.639,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig3,Height,mean_SE,mm/year,Moss,Sphagnum,fuscum,,0.55,GrowingSeason_average,9.17,68.35,18.81667,50.84564,No,,,,5.759,1.47,5,2.096,0.723,5,,,
JA,70,Keuper_2011_GlobChangBiol,2000,Pub70_Fig4,Height,mean_SE,mm,Decid_Shrub,Betula,nana,Native,0.55,GrowingSeason_average,8.17,68.35,18.81667,78.2487,No,,,,59.792,9.167,5,56.875,6.667,5,,,
JA,71,Klanderud_2005_Ecology,2000,Pub71_Fig1,Perc_cover,mean_95,percent_change,Ever_Shrub,Dryas,octopetala,Native,1.5,GrowingSeason_average,3.083,60,7,80.38424,Yes,,,,-1.064,6.964,10,-6.429,5.179,10,No. plots per treatment,n determined from text,
JA,71,Klanderud_2005_Ecology,2000,Pub71_Fig1,Biomass_above,mean_95,g/0.04m^2,Ever_Shrub,Dryas,octopetala,Native,1.5,GrowingSeason_average,3.083,60,7,80.38424,Yes,,Total,,19.655,2.586,10,18.448,3.103,10,,,
JA,71,Klanderud_2005_Ecology,2000,Pub71_Fig1,Height,mean_95,cm,Ever_Shrub,Dryas,octopetala,Native,1.5,GrowingSeason_average,3.083,60,7,80.38424,Yes,,,,2.8,0.3,10,2.2,0.2,10,,,
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Total,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Meadow,Total,,267.059,8.824,,297.765,8.235,,Removing this from analyses,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Total,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Shrubland,Total,,212.941,4.706,,223.529,3.529,,No true control measured,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Graminoid,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Meadow,Total,,173.529,8.235,,208.824,8.824,,,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Graminoid,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Shrubland,Total,,60.588,4.706,,87.647,4.118,,,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Shrub,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Shrubland,Total,,112.941,5.882,,94.118,7.059,,,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Forb,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Meadow,Total,,95.296,4.118,,94.118,4.706,,,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig2,Biomass_above,mean_SE,g/m^2/year,Forb,,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,Shrubland,Total,,39.412,4.118,,40.588,3.529,,,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig4,Biomass_above,mean_SE,g/m^2/year,Forb,Gentiana,straminea,Native,1.5,GrowingSeason_average,4,37.61667,101.2,47.96,Yes,,Total,,11.918,1.781,4,36.438,9.384,4,4 plots per treatment,n from figure caption,
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig4,Biomass_above,mean_SE,g/m^2/year,Forb,Stellera,chamaejasme,Native,1.5,GrowingSeason_average,4,37.61667,101.2,60,Yes,,Total,,4.247,2.192,4,0.205,0.411,4,,,
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig4,Biomass_above,mean_SE,g/m^2/year,Forb,Oxytropis,,,1.5,GrowingSeason_average,4,37.61667,101.2,,Yes,,Total,,0.27,0.2,4,2.297,1.149,4,,,
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig7,Nitrogen_above,mean_SE,percent,Graminoid,,,,1.5,GrowingSeason_average,3,37.61667,101.2,,Yes,,Leaf,,1.804,0.054,,1.574,0.054,,Also removing this,,remove
JA,72,Klein_2007_EcolAppl,1997,Pub72_Fig7,Nitrogen_above,mean_SE,percent,Forb,,,,1.5,GrowingSeason_average,3,37.61667,101.2,,Yes,,Leaf,,2.115,0.054,,2.115,0.068,,,,remove
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.4,GrowingSeason_average,1.17,43.55,142.8667,,Yes,F1,,,4.5,3.625,5,-4.5,5.5,6,No. plots per treatment,n determined from text,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.4,GrowingSeason_average,2.17,43.55,142.8667,,Yes,F1,,,14.125,5.25,5,-10.625,7.25,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.4,GrowingSeason_average,4.17,43.55,142.8667,,Yes,F1,,,33.25,4.75,5,4,5.75,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.4,GrowingSeason_average,6.17,43.55,142.8667,,Yes,F1,,,38.875,7.75,5,-1.625,7.5,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,1.17,43.55,142.8667,,Yes,F2,,,1.392,2.152,6,-2.911,1.899,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,2.17,43.55,142.8667,,Yes,F2,,,2.278,3.165,6,-14.051,4.937,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,4.17,43.55,142.8667,,Yes,F2,,,17.468,4.684,6,3.038,4.43,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,6.17,43.55,142.8667,,Yes,F2,,,31.646,7.215,6,3.038,4.43,6,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,1.083,43.55,142.8667,,No,S1,,,-11.852,1.975,4,-9.877,2.222,4,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,2.083,43.55,142.8667,,No,S1,,,-2.469,2.469,4,-6.049,3.58,4,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,4.083,43.55,142.8667,,No,S1,,,-0.617,4.815,4,-3.951,3.086,4,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.5,GrowingSeason_average,6.083,43.55,142.8667,,No,S1,,,27.16,5.556,4,12.963,7.16,4,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.45,GrowingSeason_average,1.083,43.55,142.8667,,No,S2,,,3.375,2.625,5,1,1.5,5,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.45,GrowingSeason_average,2.083,43.55,142.8667,,No,S2,,,6.376,2.125,5,1.375,3.375,5,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.45,GrowingSeason_average,4.083,43.55,142.8667,,No,S2,,,2.25,4.75,5,3.375,3.75,5,,,
JA,73,Kudo_2010_ArctAntarctAlpRes,2001,Pub73_Fig2,Height,mean_SE,mm_change,Total,,,,1.45,GrowingSeason_average,6.083,43.55,142.8667,,No,S2,,,10.75,3.5,5,6,3.625,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Total,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,294.6,37.3,5,263.6,29.1,5,No. plots per treatment,n from table caption,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Total,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,383,32.3,5,349,23.6,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Ever_Shrub,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,13.8,4.3,5,17.7,3.5,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Ever_Shrub,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,111.1,20.7,5,58.7,6.1,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Decid_Shrub,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,11.3,3.2,5,9.3,2.5,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Decid_Shrub,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,22.5,31.3,5,22.6,5.6,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Graminoid,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,110.3,11.4,5,55.3,8.2,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Graminoid,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,125.8,22.8,5,65.8,10.4,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Forb,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,1.2,0.7,5,0.6,0.3,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Forb,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,3.4,1.2,5,1.2,0.8,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,Acrocarpous,98.7,18.4,5,113.6,11.9,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,Acrocarpous,61.9,16.6,5,125.5,17.9,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,Pleurocarpous,40.7,10.1,5,40.1,24.3,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,Pleurocarpous,35.7,5.9,5,27,7.3,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,Sphagnum,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,3.43,3.3,5,10.2,6.8,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Moss,Sphagnum,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,6,3.2,5,28.9,22.2,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Lichen,,,,1.6,GrowingSeason_average,2.083,68.35333,18.48833,,No,,Total,,15.2,3,5,16.8,5.2,5,,,
EP,74,Molau_2010_PlantEcolDivers,1993,Pub74_Tbl2,Biomass_above,mean_SE,g/m^2,Lichen,,,,1.6,GrowingSeason_average,13.083,68.35333,18.48833,,No,,Total,,16,2.3,5,19.3,5,5,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,80.38424,No,,,,1.114,0.074,10,1.049,0.054,10,No. samples/plots per treatment,n from figure,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,1.17,60.56306,-135.1308,80.38424,No,,,,1.194,0.14,10,1,0.049,10,,took median if a range was given,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,2.17,60.56306,-135.1308,80.38424,No,,,,1.114,0.129,10,1.011,0.057,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,3.17,60.56306,-135.1308,80.38424,No,,,,1.174,0.091,10,1.04,0.06,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,4.17,60.56306,-135.1308,80.38424,No,,,,1.106,0.091,10,1.034,0.051,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,5.17,60.56306,-135.1308,80.38424,No,,,,1.12,0.069,10,1.006,0.037,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,6.17,60.56306,-135.1308,80.38424,No,,,,1.249,0.086,10,1.143,0.066,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,7.17,60.56306,-135.1308,80.38424,No,,,,1.134,0.069,10,0.991,0.046,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,71.98333,No,,,,2.524,0.329,8,3.037,0.244,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,1.17,60.56306,-135.1308,71.98333,No,,,,2.78,0.305,8,2.805,0.22,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,2.17,60.56306,-135.1308,71.98333,No,,,,2.988,0.317,8,2.841,0.256,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,3.17,60.56306,-135.1308,71.98333,No,,,,3.073,0.341,8,3.11,0.232,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,4.17,60.56306,-135.1308,71.98333,No,,,,2.988,0.317,8,2.902,0.305,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,5.17,60.56306,-135.1308,71.98333,No,,,,2.768,0.268,8,3.012,0.22,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,6.17,60.56306,-135.1308,71.98333,No,,,,3.11,0.354,8,3.207,0.207,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Forb,Lupinus,arcticus,Native,1.5,GrowingSeason_average,7.17,60.56306,-135.1308,71.98333,No,,,,2.6171,0.256,8,2.744,0.146,10,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,82.51667,No,,,,0.52,0.073,8,0.554,0.06,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,1.17,60.56306,-135.1308,82.51667,No,,,,0.607,0.054,8,0.567,0.047,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,2.17,60.56306,-135.1308,82.51667,No,,,,0.647,0.053,8,0.587,0.08,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,3.17,60.56306,-135.1308,82.51667,No,,,,0.693,0.053,8,0.613,0.06,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,4.17,60.56306,-135.1308,82.51667,No,,,,0.573,0.053,8,0.56,0.073,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,5.17,60.56306,-135.1308,82.51667,No,,,,0.707,0.047,8,0.727,0.027,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,6.17,60.56306,-135.1308,82.51667,No,,,,0.813,0.093,8,0.68,0.033,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_width,mean_SE,cm,Forb,Bistorta,vivipara,Native,1.5,GrowingSeason_average,7.17,60.56306,-135.1308,82.51667,No,,,,0.787,0.04,8,1.06,0.26,8,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,83.46667,No,,,,3.806,0.112,10,3.051,0.194,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,1.17,60.56306,-135.1308,83.46667,No,,,,3.653,0.173,10,3.5,0.245,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,2.17,60.56306,-135.1308,83.46667,No,,,,3.49,0.143,10,3.204,0.204,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,3.17,60.56306,-135.1308,83.46667,No,,,,3.612,0.143,10,3.49,0.245,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,4.17,60.56306,-135.1308,83.46667,No,,,,3.367,0.163,10,3.163,0.306,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,5.17,60.56306,-135.1308,83.46667,No,,,,3.48,0.143,10,3.357,0.357,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,6.17,60.56306,-135.1308,83.46667,No,,,,3.633,0.214,10,3.061,0.184,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Leaf_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,7.17,60.56306,-135.1308,83.46667,No,,,,3.5,0.102,10,3.357,0.265,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,83.46667,No,,,,1.333,0.154,10,1.359,0.333,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,1.17,60.56306,-135.1308,83.46667,No,,,,4.769,0.333,10,4.513,0.359,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,2.17,60.56306,-135.1308,83.46667,No,,,,4.769,0.308,10,4.436,0.308,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,3.17,60.56306,-135.1308,83.46667,No,,,,1.282,0.154,10,0.872,0.154,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,4.17,60.56306,-135.1308,83.46667,No,,,,4.128,0.205,10,3.949,0.256,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,5.17,60.56306,-135.1308,83.46667,No,,,,4.872,0.308,10,4.026,0.308,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,6.17,60.56306,-135.1308,83.46667,No,,,,4.667,0.308,10,3.769,0.333,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig3,Shoot_length,mean_SE,cm,Decid_Shrub,Salix,arctica,Native,1.5,GrowingSeason_average,7.17,60.56306,-135.1308,83.46667,No,,,,4.436,0.256,10,3.923,0.256,9,,,
EP,75,Pieper_2011_ArctAntarctAlpRes,2001,Pub75_Fig5,Flower_num,mean_SE,count/perc_abundance,Ever_Shrub,Dryas,octopetala,Non_native,1.5,GrowingSeason_average,0.17,60.56306,-135.1308,80.38424,No,,,,0.782,0.173,10,0.65,0.118,10,,,
