"User","Pub_number","Pub_info","Study_year_start","File_name","Var_type","Var_type_broad","Value_error","Yunits","Func_group","Func_group_broad","Family","Genus","Species","Genus_Species","Native_Status","Amount_warmed_C","Amount_warmed_type","Years_warmed","Year_round_warm","Latitude","Longitude","Max_lat_of_species","Lat_difference","Site","Tissue_Type","Tissue_Type_broad","Lichen_Moss_Type","Warmed_Mean","Warmed_SD","Warmed_N","Ambient_Mean","Ambient_SD","Ambient_N","Elevation_m","Mean_annual_temp","Mean_annual_precip","Abs_Latitude","yi","vi"
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.041,0.129653384066904,10,0,0.129653384066904,10,1320,-2.45018761356672,27.5833333333333,60.56306,0.302834390251718,0.202292716697978
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.291,0.401609262841384,10,0.35,0.373148763899869,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.145756619229268,0.200531124801229
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.15,0.202385770250776,10,0.118,0.142302494707577,10,1320,-2.45018761356672,27.5833333333333,60.56306,0.1751696971229,0.200767110569753
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.55,0.632455532033676,10,0.991,0.81902991398361,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.577168433729948,0.208328085022357
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.218,0.388960152200711,10,0.295,0.230846269192292,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.230557539392708,0.20132891947427
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Fabaceae","Lupinus","arcticus","Lupinus_arcticus","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,71.98333,11.42027,"","","","",0.418,0.33203915431768,10,0.864,1.13525768000045,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.510665924246432,0.206519492154662
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",0.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",11.231,12,9,8.667,6.40541567737801,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.236133618979261,0.279636413978186
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",1.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",9.795,8.154,9,5.436,3.01532187336609,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.61548258426533,0.290405071495575
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",7.282,5.847,9,9.436,7.03493454127329,6,1320,-2.45018761356672,27.5833333333333,60.56306,-0.32018468533811,0.281195052201947
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",6.667,3.231,9,9.026,6.65771312088468,6,1320,-2.45018761356672,27.5833333333333,60.56306,-0.458174743171569,0.284775247620456
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",7.436,5.538,9,5.128,3.3925432937547,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.449922513649181,0.284525453387391
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",9.436,6.309,9,5.897,4.64668204205969,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.581476599587101,0.289048278973357
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",4.308,4.155,9,2,2.01103107882499,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.622304157265113,0.290686526582759
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Forb","Forb","Polygonaceae","Bistorta","vivipara","Bistorta_vivipara","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,82.51667,21.95361,"","","","",3.846,3.693,9,2.308,2.51317647609554,6,1320,-2.45018761356672,27.5833333333333,60.56306,0.439930105161696,0.284229061025364
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",0.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.125,0.161276160668587,10,0.361,0.458530260724415,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.657562584328518,0.21080971380772
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",1.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.259,0.224521713871955,10,0.314,0.360499653259195,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.175388343917307,0.200769026779551
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.467,0.54707403520913,10,0.702,0.78108258206159,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.333745449905,0.202784650633307
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.369,0.395284707521047,10,0.455,0.556560868189635,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.170616498019271,0.200727749734909
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.486,0.569209978830308,10,0.384,0.297254100055828,10,1320,-2.45018761356672,27.5833333333333,60.56306,0.215120647674968,0.201156922326402
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.314,0.407933818161721,10,0.58,0.743135250139569,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.424952208447218,0.204514609486604
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.518,0.534424924568456,10,0.765,1.14158223532078,10,1320,-2.45018761356672,27.5833333333333,60.56306,-0.265387091420575,0.201760757707317
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","arctica","Salix_arctica","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,83.46667,22.90361,"","","","",0.365,0.385797874540542,10,0.271,0.395284707521047,10,1320,-2.45018761356672,27.5833333333333,60.56306,0.230480431117315,0.201328030728201
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",0.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",0.738,0.825900720425887,8,1.4,2.30516810666815,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.361417670666963,0.254081960395948
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",1.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",0.677,0.65336666581637,8,0.738,0.741047906683502,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.0825420109180637,0.25021291198645
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",0.631,0.783474313554695,8,2.062,2.95853477248452,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.625063235516235,0.262209501512313
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",0.8,0.695793072687563,8,0.277,0.65336666581637,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.732516994532957,0.266768160852487
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",2.385,4.5679098064651,8,1.062,1.04368960903134,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.377460291817504,0.254452383496842
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",1.046,1.00126320216015,8,1.077,1.39158614537513,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.0241734125365212,0.250018261058552
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",0.438,0.619425540319416,8,0.5,0.398808224589213,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.112506183604913,0.250395551292167
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Decid_Shrub","Shrub","Salicaceae","Salix","reticulata","Salix_reticulata","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,79.61705,19.05399,"","","","",1.323,1.39158614537513,8,1.338,1.56694862710939,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.00956856964748893,0.250002861172659
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",0.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",0.221,0.407293505963451,8,0.125,0.217788888605457,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.277865395059176,0.252412786805356
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",1.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",0.481,0.435577777210913,8,0.327,0.489317892581091,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.314260734163666,0.253086244032409
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",1.471,0.953179941039466,8,1.298,1.66028672222601,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.120804182309364,0.250456051576982
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",1.058,1.49623794899073,8,1.75,1.95727157032436,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.375494557053808,0.254406130074282
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",1.26,0.814587011926903,8,1.75,2.85671139599365,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.220512740404344,0.25151955839627
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",0.269,0.271529003975634,8,0.125,0.325269119345812,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.454334183679518,0.256450610951867
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",0.923,0.65336666581637,8,1.096,1.66028672222601,8,1320,-2.45018761356672,27.5833333333333,60.56306,-0.129621423604213,0.250525053545537
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,81.26667,20.70361,"","","","",0.5,0.543058007951269,8,0.375,0.435577777210913,8,1320,-2.45018761356672,27.5833333333333,60.56306,0.240037670408191,0.251800565100468
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",0.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0,0.0134164078649987,5,0,0.0134164078649987,5,1320,-2.45018761356672,27.5833333333333,60.56306,0,0.4
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",1.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.044,0.0559016994374947,5,0.01,0.0223606797749979,5,1320,-2.45018761356672,27.5833333333333,60.56306,0.720916483671038,0.425986028821431
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",2.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.015,0.0469574275274956,5,0,0.0134164078649987,5,1320,-2.45018761356672,27.5833333333333,60.56306,0.392109271598721,0.407687484043684
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",3.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.033,0.0380131556174964,5,0.027,0.0469574275274956,5,1320,-2.45018761356672,27.5833333333333,60.56306,0.12678412050151,0.400803710660567
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",4.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.26,0.357770876399966,5,0.427,0.353298740444967,5,1320,-2.45018761356672,27.5833333333333,60.56306,-0.424004828006591,0.408989004708645
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",5.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.015,0.0335410196624968,5,0,0.0134164078649987,5,1320,-2.45018761356672,27.5833333333333,60.56306,0.530085649758116,0.414049539803974
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",6.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.027,0.0290688837074973,5,0,0.0134164078649987,5,1320,-2.45018761356672,27.5833333333333,60.56306,1.07661859269196,0.457955379706501
"EP",75,"Pieper_2011_ArctAntarctAlpRes",2001,"Pub75_Fig5","Flower_num","Flower_num","mean_SD","count/perc_abundance","Graminoid","Graminoid","Poaceae","Festuca","altaica","Festuca_altaica","Native",1.5,"GrowingSeason_average",7.17,"No",60.56306,-135.1308,70.46667,9.90360999999999,"","","","",0.071,0.10285912696499,5,0.017,0.0380131556174964,5,1320,-2.45018761356672,27.5833333333333,60.56306,0.628653389451835,0.419760254203464
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl1","Nitrogen_above","Nitrogen_above","mean_SD","mg/g","Moss","Bryophyte","Hylocomiaceae","Hylocomium","splendens","Hylocomium_splendens","",3.9,"GrowingSeason_average",18.17,"No",68.35,18.81667,54.30651,NA,"","Total","Total","",12,2.93938769133981,6,11.4,1.95959179422654,6,384,-0.963874995708466,36.3333333333333,68.35,0.22163632597394,0.335380110874634
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl1","Nitrogen_above","Nitrogen_above","mean_SD","mg/g","Moss","Bryophyte","Aulacomniaceae","Aulacomnium","turgidum","Aulacomnium_turgidum","",3.9,"GrowingSeason_average",18.17,"No",68.35,18.81667,NA,NA,"","Total","Total","",14.5,4.1641325627314,6,11.8,1.71464281994822,6,384,-0.963874995708466,36.3333333333333,68.35,0.782396273812245,0.35883933038647
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",4,2.20454076850486,6,14,15.431785379534,6,384,-0.963874995708466,36.3333333333333,68.35,-0.837131815601579,0.362532903195517
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",8.8,7.59341820262785,6,9.3,6.12372435695795,6,384,-0.963874995708466,36.3333333333333,68.35,-0.066886700407245,0.333519742945474
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",48,15.6767343538123,6,33,10.5328058939677,6,384,-0.963874995708466,36.3333333333333,68.35,1.03642215720692,0.37809045366456
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",116.7,24.4948974278318,6,75,18.1262240965955,6,384,-0.963874995708466,36.3333333333333,68.35,1.78578040763497,0.466208819345539
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",2.8,2.93938769133981,6,10.7,6.36867333123626,6,384,-0.963874995708466,36.3333333333333,68.35,-1.46974341993228,0.423339405018094
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",15.5,14.6969384566991,6,48,9.30806102257607,6,384,-0.963874995708466,36.3333333333333,68.35,-2.43790726434607,0.580974659564639
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Total","Total",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",195.8,15.431785379534,6,190,19.8408669165437,6,384,-0.963874995708466,36.3333333333333,68.35,0.30111692543654,0.337111308449348
"EP",77,"Sorensen_2012_PlantEcol",1989,"Pub77_Tbl2","Height","Growth","mean_SD","cm","Total","Total",NA,"","","_","",3.9,"GrowingSeason_average",17.083,"No",68.35,18.81667,NA,NA,"","","","",13.7,5.38887743412299,6,9.1,2.6944387170615,6,384,-0.963874995708466,36.3333333333333,68.35,0.996326091804119,0.374694403383736
"EP",78,"Totland_1997_ArctAlpRes",1994,"Pub78_Tbl1","Fruit_num","Fruit_num","mean_SD","count","Forb","Forb","Asteraceae","Scorzoneroides","autumnalis","Scorzoneroides_autumnalis","Native",2.3,"GrowingSeason_average",0.17,"Yes",60.11667,7.533333,71.1612,11.04453,"","","","",11.7,8.8,19,5.1,6,18,1294,-0.938458333412806,93.9166666666667,60.11667,0.852969904119686,0.118018994737166
"EP",78,"Totland_1997_ArctAlpRes",1994,"Pub78_Tbl1","Fruit_weight","Fruit_weight","mean_SD","mg","Forb","Forb","Asteraceae","Scorzoneroides","autumnalis","Scorzoneroides_autumnalis","Native",2.3,"GrowingSeason_average",0.17,"Yes",60.11667,7.533333,71.1612,11.04453,"","","","",0.48,0.16,15,0.3,0.04,11,1294,-0.938458333412806,93.9166666666667,60.11667,1.39556283336914,0.195029519535013
"EP",78,"Totland_1997_ArctAlpRes",1994,"Pub78_Tbl1","Flower_num","Flower_num","mean_SD","count","Forb","Forb","Asteraceae","Scorzoneroides","autumnalis","Scorzoneroides_autumnalis","Native",2.3,"GrowingSeason_average",0.17,"Yes",60.11667,7.533333,71.1612,11.04453,"","","","",32.9,6.5,19,25.3,5.6,18,1294,-0.938458333412806,93.9166666666667,60.11667,1.22308547392834,0.128402513915553
"EP",80,"Klanderud_2005_JEcol",2000,"Pub80_Fig1","Leaf_area","Leaf_growth","mean_SD","mm^2","Forb","Forb","Ranunculaceae","Thalictrum","alpinum","Thalictrum_alpinum","Native",2.5,"GrowingSeason_average",0.083,"Yes",60,7,75.29906,15.29906,"","","","",100,42.9152701261451,10,92.143,33.880642851044,10,1272,-1.53758324682713,143.666666666667,60,0.194611754017189,0.200946843370041
"EP",80,"Klanderud_2005_JEcol",2000,"Pub80_Fig1","Leaf_area","Leaf_growth","mean_SD","mm^2","Forb","Forb","Ranunculaceae","Thalictrum","alpinum","Thalictrum_alpinum","Native",2.5,"GrowingSeason_average",2.083,"Yes",60,7,75.29906,15.29906,"","","","",89.63,65.5888009495524,10,113.333,56.2189722424734,10,1272,-1.53758324682713,143.666666666667,60,-0.371605722005389,0.203452270315679
"EP",80,"Klanderud_2005_JEcol",2000,"Pub80_Fig2","Leaf_length","Leaf_growth","mean_SD","mm","Graminoid","Graminoid","Cyperaceae","Carex","vaginata","Carex_vaginata","Native",2.5,"GrowingSeason_average",0.083,"Yes",60,7,75.40705,15.40705,"","","","",45.217,10.3121874498091,10,42.174,6.87479163320606,10,1272,-1.53758324682713,143.666666666667,60,0.332522412415859,0.202764278868972
