User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Year_round_warm,Site,Tissue_Type,Notes,Comments
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.085,Decid_Shrub,Betula,nana,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.068,Ever_Shrub,Ledum,palustre,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.01,Ever_Shrub,Ledum,palustre,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.254,Ever_Shrub,Ledum,palustre,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.034,Ever_Shrub,Ledum,palustre,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,0.814,Ever_Shrub,Vaccinium,vitis-idaea,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.051,Ever_Shrub,Vaccinium,vitis-idaea,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,0.814,Ever_Shrub,Vaccinium,vitis-idaea,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,60,Chapin_1996_Ecology,1981,Pub60_Fig8,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.01,Ever_Shrub,Vaccinium,vitis-idaea,3.5,GrowingSeason_average,3.083,68.63333,No,,Shoot,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Mean,,24,Forb,Colobanthus,quitensis,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Var,,3,Forb,Colobanthus,quitensis,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Mean,,19,Forb,Colobanthus,quitensis,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Var,,2,Forb,Colobanthus,quitensis,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Mean,,65,Graminoid,Deschampsia,antarctica,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Var,,6,Graminoid,Deschampsia,antarctica,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Mean,,63,Graminoid,Deschampsia,antarctica,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Var,,5,Graminoid,Deschampsia,antarctica,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Mean,,2,Moss,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Var,,2,Moss,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Mean,,10,Moss,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Var,,2,Moss,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Mean,,91,Total,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Warmed_Var,,4,Total,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Mean,,92,Total,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,66,Day_2008_GlobChangBiol,1995,Pub66_Tbl4,Perc_cover,mean_SE,,percent,Ambient_Var,,3,Total,,,1.3,GrowingSeason_average,3.33,64.78333,No,,,,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Mean,,1.8,,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,No variation to measure
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Var,,,,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Subtract/add the values given for C and W from the Mean
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Mean,,1.1,,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,I did the first one as an example
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Var,,,,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Mean,,8.7,,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Var,,,,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Mean,,5,,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Var,,,,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Mean,,2.2,,,,,,6.083,71.3,No,Barrow_dry,,BD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Var,,,,,,,,6.083,71.3,No,Barrow_dry,,BD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Mean,,1.3,,,,,,6.083,71.3,No,Barrow_dry,,BD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Var,,,,,,,,6.083,71.3,No,Barrow_dry,,BD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Mean,,4.1,,,,,,5.083,71.3,No,Barrow_wet,,BW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Warmed_Var,,,,,,,,5.083,71.3,No,Barrow_wet,,BW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Mean,,4.5,,,,,,5.083,71.3,No,Barrow_wet,,BW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Height,mean_SE,,cm,Ambient_Var,,,,,,,,5.083,71.3,No,Barrow_wet,,BW,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Mean,,83.7,Total,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Var,,,Total,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Mean,,92.8,Total,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Var,,,Total,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Mean,,75.4,Total,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Var,,,Total,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Mean,,73.1,Total,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Var,,,Total,,,,,4.083,70.48333,No,Atqasuk_wet,,AW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Mean,,77.2,Total,,,,,6.083,71.3,No,Barrow_dry,,BD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Var,,,Total,,,,,6.083,71.3,No,Barrow_dry,,BD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Mean,,90.2,Total,,,,,6.083,71.3,No,Barrow_dry,,BD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Var,,,Total,,,,,6.083,71.3,No,Barrow_dry,,BD,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Mean,,67.7,Total,,,,,5.083,71.3,No,Barrow_wet,,BW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Warmed_Var,,,Total,,,,,5.083,71.3,No,Barrow_wet,,BW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Mean,,77,Total,,,,,5.083,71.3,No,Barrow_wet,,BW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl1,Perc_cover,mean_SE,,percent,Ambient_Var,,,Total,,,,,5.083,71.3,No,Barrow_wet,,BW,Live (relative cover)
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,5.7,Bryophyte,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,No variation to measure
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Bryophyte,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,Subtract/add the values given for C and W from the Mean
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,11.7,Bryophyte,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Bryophyte,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,-0.1,Bryophyte,Conostomum,tetragonum,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Bryophyte,Conostomum,tetragonum,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,0.3,Bryophyte,Conostomum,tetragonum,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Bryophyte,Conostomum,tetragonum,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,1.7,Bryophyte,Polytrichum,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Bryophyte,Polytrichum,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,6.5,Bryophyte,Polytrichum,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Bryophyte,Polytrichum,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,-0.2,Bryophyte,Racomitrium,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Bryophyte,Racomitrium,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,0.5,Bryophyte,Racomitrium,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Bryophyte,Racomitrium,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,41.3,Lichen,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,50.3,Lichen,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,18.8,Lichen,Alectoria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Alectoria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,12.9,Lichen,Alectoria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Alectoria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,5.9,Lichen,Cetraria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Cetraria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,8.3,Lichen,Cetraria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Cetraria,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,7.8,Lichen,Cladonia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Cladonia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,16.1,Lichen,Cladonia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Cladonia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,0.5,Lichen,Peltigera,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Peltigera,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,0,Lichen,Peltigera,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Peltigera,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,0.7,Lichen,Pertusariaceae,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Pertusariaceae,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,7,Lichen,Pertusariaceae,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Pertusariaceae,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,2.9,Lichen,Sphaerophorus,globosus,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Sphaerophorus,globosus,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,1.8,Lichen,Sphaerophorus,globosus,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Sphaerophorus,globosus,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,3,Lichen,Thamnolia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Lichen,Thamnolia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,1.5,Lichen,Thamnolia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Lichen,Thamnolia,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,0.5,Decid_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Decid_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,0.4,Decid_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Decid_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,31.2,Ever_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Ever_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,23.3,Ever_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Ever_Shrub,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,8.8,Ever_Shrub,Cassiope,tetragona,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Ever_Shrub,Cassiope,tetragona,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,5.1,Ever_Shrub,Cassiope,tetragona,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Ever_Shrub,Cassiope,tetragona,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,4.6,Ever_Shrub,Diapensia,lapponica,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Ever_Shrub,Diapensia,lapponica,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,2.8,Ever_Shrub,Diapensia,lapponica,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Ever_Shrub,Diapensia,lapponica,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,7.1,Ever_Shrub,Vaccinium,vitis-idaea,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,5.5,Ever_Shrub,Vaccinium,vitis-idaea,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,1.5,Forb,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Forb,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Mean,,0.4,Forb,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Ambient_Var,,,Forb,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Mean,,19.7,Graminoid,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
EP,68,Hollister_2005_GlobChangBiol,1994,Pub68_Tbl2,Perc_cover,mean_SE,,percent,Warmed_Var,,,Graminoid,,,,,4.083,70.48333,No,Atqasuk_dry,,AD,
