User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Year_round_warm,Site,Tissue_Type,Notes,Comments,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig3,Fruit_num,median,,count,Ambient_Mean,,12.308,Forb,Saxifraga,oppositifolia,0.83,GrowingSeason_average,1.33,46.48333,No,Val_Bercla,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig3,Fruit_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,0.83,GrowingSeason_average,1.33,46.48333,No,Val_Bercla,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Mean,,13.371,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Mean,,14.494,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Mean,,5.393,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Mean,,12.809,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Mean,,9.101,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Mean,,9.213,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_preflwr_length,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Prefloration,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Mean,,23.371,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Mean,,22.921,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Mean,,20.255,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Mean,,15.955,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Mean,,16.292,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Mean,,15.169,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Total flowering,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_flwr_lifespan,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Total flowering,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Warmed_Mean,,59.545,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Ambient_Mean,,61.477,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Warmed_Mean,,65.795,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Ambient_Mean,,69.886,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Fruit Maturation,
KD,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig4,Phen_seed_set,median,,days,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Fruit Maturation,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Mean,,22.222,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Mean,,13.148,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Mean,,10.185,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Mean,,10.556,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Mean,,4.259,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Mean,,4.259,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Flower_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Flowers/genet,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Mean,,25.926,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Mean,,28.148,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,0.083,68.33333,Yes,Latnjajaure,,1993,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Mean,,21.296,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Mean,,20,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,1.083,68.33333,Yes,Latnjajaure,,1994,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Mean,,16.111,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Warmed_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Mean,,19.63,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig5,Fruit_num,median,,count,Ambient_Var,,,Forb,Saxifraga,oppositifolia,2.9,GrowingSeason_average,2.083,68.33333,Yes,Latnjajaure,,1995,Seeds/capsule,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig6,Phen_flwr_lifespan,mean_SE,,days,Warmed_Mean,,15.923,Forb,Saxifraga,oppositifolia,,,2,78.88333,Yes,Alexandra_Fjord,,1995,Panel B,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig6,Phen_flwr_lifespan,mean_SE,,days,Warmed_Var,,0.877,Forb,Saxifraga,oppositifolia,,,2,78.88333,Yes,Alexandra_Fjord,,1995,Panel B,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig6,Phen_flwr_lifespan,mean_SE,,days,Ambient_Mean,,12.969,Forb,Saxifraga,oppositifolia,,,2,78.88333,Yes,Alexandra_Fjord,,1995,Panel B,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig6,Phen_flwr_lifespan,mean_SE,,days,Ambient_Var,,1.062,Forb,Saxifraga,oppositifolia,,,2,78.88333,Yes,Alexandra_Fjord,,1995,Panel B,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Mean,,0.14,Forb,Saxifraga,oppositifolia,,,0.083,78.88333,Yes,Alexandra_Fjord,,1993,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Var,,0.4,Forb,Saxifraga,oppositifolia,,,0.083,78.88333,Yes,Alexandra_Fjord,,1993,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Mean,,0.17,Forb,Saxifraga,oppositifolia,,,0.083,78.88333,Yes,Alexandra_Fjord,,1993,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Var,,0.28,Forb,Saxifraga,oppositifolia,,,0.083,78.88333,Yes,Alexandra_Fjord,,1993,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Mean,,0.079,Forb,Saxifraga,oppositifolia,,,1.083,78.88333,Yes,Alexandra_Fjord,,1994,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Var,,0.02,Forb,Saxifraga,oppositifolia,,,1.083,78.88333,Yes,Alexandra_Fjord,,1994,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Mean,,0.099,Forb,Saxifraga,oppositifolia,,,1.083,78.88333,Yes,Alexandra_Fjord,,1994,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Var,,0.03,Forb,Saxifraga,oppositifolia,,,1.083,78.88333,Yes,Alexandra_Fjord,,1994,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Mean,,0.069,Forb,Saxifraga,oppositifolia,,,2.083,78.88333,Yes,Alexandra_Fjord,,1995,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Warmed_Var,,0.03,Forb,Saxifraga,oppositifolia,,,2.083,78.88333,Yes,Alexandra_Fjord,,1995,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Mean,,0.079,Forb,Saxifraga,oppositifolia,,,2.083,78.88333,Yes,Alexandra_Fjord,,1995,,
JA,49,Stenstrom_1997_GlobChangBiol,1993,Pub49_Fig7,Flower_num,mean_SE,,count/cm^2,Ambient_Var,,0.031,Forb,Saxifraga,oppositifolia,,,2.083,78.88333,Yes,Alexandra_Fjord,,1995,,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.787,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",Need to check Fig 1. in the paper to see what different colored lines mean,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.164,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,3.098,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.098,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,0.951,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.049,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.049,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.475,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.041,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.475,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,0.918,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,Old_Total,"Mid, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.041,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,Old_Total,"Mid, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.016,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,Old_Total,"Mid, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.083,78.88333,Yes,,Old_Total,"Mid, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.377,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,New_Total,"Late, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,New_Total,"Late, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.492,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,New_Total,"Late, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,New_Total,"Late, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,0.77,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,Old_Total,"Late, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,Old_Total,"Late, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.049,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,Old_Total,"Late, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.041,Ever_Shrub,Cassiope,tetragona,1.2,GrowingSeason_average,4.17,78.88333,Yes,,Old_Total,"Late, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.443,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.041,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.639,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.115,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,New_Total,"Early, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.131,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.041,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.295,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.041,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4,78.88333,Yes,,Old_Total,"Early, old",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.016,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
JA,50,Tolvanen_2001_CanJBot,1992,Pub50_Fig2,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0,Ever_Shrub,Dryas,integrifolia,1.2,GrowingSeason_average,4.083,78.88333,Yes,,New_Total,"Mid, new",,
